time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-16 00:00:00+00:00,1,1,,
2025-04-17 00:00:00+00:00,1,1,6.0,5.0
2025-04-18 00:00:00+00:00,9,4,,
2025-04-19 00:00:00+00:00,2,2,4.0,1.0
2025-04-20 00:00:00+00:00,1,1,,
2025-04-21 00:00:00+00:00,2,2,,
2025-04-22 00:00:00+00:00,3,2,,
2025-04-23 00:00:00+00:00,1,1,1.0,1.0
2025-04-24 00:00:00+00:00,1,1,170.0,1.0
2025-04-25 00:00:00+00:00,4,2,1.0,1.0
2025-04-26 00:00:00+00:00,4,2,,
2025-04-27 00:00:00+00:00,7,4,,
2025-04-28 00:00:00+00:00,1,1,1.0,1.0
2025-04-29 00:00:00+00:00,1,1,7.0,2.0
