time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-06 00:00:00+00:00,17,7,1,1
2026-06-07 00:00:00+00:00,11,6,0,0
2026-06-08 00:00:00+00:00,14,5,0,0
2026-06-09 00:00:00+00:00,26,8,0,0
2026-06-10 00:00:00+00:00,3,3,1,1
2026-06-11 00:00:00+00:00,12,6,0,0
2026-06-12 00:00:00+00:00,18,9,0,0
2026-06-13 00:00:00+00:00,24,9,0,0
2026-06-14 00:00:00+00:00,27,8,0,0
2026-06-15 00:00:00+00:00,20,6,0,0
2026-06-16 00:00:00+00:00,34,9,2,1
2026-06-17 00:00:00+00:00,8,3,0,0
2026-06-18 00:00:00+00:00,26,6,3,2
2026-06-19 00:00:00+00:00,27,8,1,1
