time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-06-26 00:00:00+00:00,5,4,2.0,1.0
2023-06-27 00:00:00+00:00,2,2,3.0,3.0
2023-06-28 00:00:00+00:00,4,3,1.0,1.0
2023-06-29 00:00:00+00:00,4,3,1.0,1.0
2023-06-30 00:00:00+00:00,4,3,1.0,1.0
2023-07-01 00:00:00+00:00,4,3,,
2023-07-02 00:00:00+00:00,5,4,,
2023-07-03 00:00:00+00:00,5,4,,
2023-07-04 00:00:00+00:00,2,2,6.0,1.0
2023-07-05 00:00:00+00:00,4,3,1.0,1.0
2023-07-06 00:00:00+00:00,4,3,6.0,5.0
2023-07-07 00:00:00+00:00,4,3,5.0,1.0
2023-07-08 00:00:00+00:00,4,3,1.0,1.0
