time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-23 00:00:00+00:00,21,8,0,0
2026-05-24 00:00:00+00:00,15,6,6,3
2026-05-25 00:00:00+00:00,15,5,0,0
2026-05-26 00:00:00+00:00,8,4,0,0
2026-05-27 00:00:00+00:00,11,6,2,1
2026-05-28 00:00:00+00:00,11,7,4,2
2026-05-29 00:00:00+00:00,15,6,1,1
2026-05-30 00:00:00+00:00,26,8,2,2
2026-05-31 00:00:00+00:00,10,6,4,4
2026-06-01 00:00:00+00:00,15,6,2,2
2026-06-02 00:00:00+00:00,24,9,2,2
2026-06-03 00:00:00+00:00,23,10,0,0
2026-06-04 00:00:00+00:00,38,23,1,1
2026-06-05 00:00:00+00:00,19,10,0,0
