time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-20 00:00:00+00:00,58,22,5,4
2026-04-21 00:00:00+00:00,42,20,1,1
2026-04-22 00:00:00+00:00,68,26,0,0
2026-04-23 00:00:00+00:00,101,32,5,1
2026-04-24 00:00:00+00:00,57,23,1,1
2026-04-25 00:00:00+00:00,54,21,2,1
2026-04-26 00:00:00+00:00,25,8,1,1
2026-04-27 00:00:00+00:00,27,8,0,0
2026-04-28 00:00:00+00:00,19,5,0,0
2026-04-29 00:00:00+00:00,40,11,1,1
2026-04-30 00:00:00+00:00,15,5,0,0
2026-05-01 00:00:00+00:00,19,4,2,2
2026-05-02 00:00:00+00:00,26,8,1,1
2026-05-03 00:00:00+00:00,2,2,0,0
