time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-26 00:00:00+00:00,4,4,1,1
2026-07-27 00:00:00+00:00,11,6,0,0
2026-07-28 00:00:00+00:00,17,8,0,0
2026-07-29 00:00:00+00:00,22,9,2,2
2026-07-30 00:00:00+00:00,9,4,0,0
2026-07-31 00:00:00+00:00,13,9,4,3
2026-08-01 00:00:00+00:00,9,4,1,1
2026-08-02 00:00:00+00:00,16,7,0,0
2026-08-03 00:00:00+00:00,4,4,0,0
2026-08-04 00:00:00+00:00,4,4,5,5
2026-08-05 00:00:00+00:00,7,2,7,7
2026-08-06 00:00:00+00:00,26,8,1,1
2026-08-07 00:00:00+00:00,9,4,0,0
2026-08-08 00:00:00+00:00,1,1,1,1
