time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-09-27 00:00:00+00:00,3,3,7,1
2023-09-28 00:00:00+00:00,2,2,7,2
2023-09-29 00:00:00+00:00,13,3,16,1
2023-09-30 00:00:00+00:00,5,3,1,1
2023-10-01 00:00:00+00:00,2,2,1,1
2023-10-02 00:00:00+00:00,3,3,16,3
2023-10-03 00:00:00+00:00,2,2,2,2
2023-10-04 00:00:00+00:00,2,2,2,2
2023-10-05 00:00:00+00:00,2,2,6,2
2023-10-06 00:00:00+00:00,14,3,25,3
2023-10-07 00:00:00+00:00,6,4,3,2
2023-10-08 00:00:00+00:00,3,2,1,1
2023-10-09 00:00:00+00:00,5,4,5,3
2023-10-10 00:00:00+00:00,1,1,5,4
