time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-02 00:00:00+00:00,15,7,2,2
2026-04-03 00:00:00+00:00,18,10,1,1
2026-04-04 00:00:00+00:00,8,4,2,2
2026-04-05 00:00:00+00:00,11,6,6,2
2026-04-06 00:00:00+00:00,7,3,0,0
2026-04-07 00:00:00+00:00,2,2,1,1
2026-04-08 00:00:00+00:00,16,6,0,0
2026-04-09 00:00:00+00:00,14,5,1,1
2026-04-10 00:00:00+00:00,21,7,1,1
2026-04-11 00:00:00+00:00,24,9,1,1
2026-04-12 00:00:00+00:00,20,11,3,3
2026-04-13 00:00:00+00:00,17,6,0,0
2026-04-14 00:00:00+00:00,4,4,2,2
2026-04-15 00:00:00+00:00,8,3,0,0
